,temperature,light_intensity,light_dark_ratio,reactor_type,fermentation_mode,open_close_system,reactor_volume,reaction_volume,initial_OD,special_growth,no3_conc,phosphate_conc,co2_perc,air_bubbling,bubbling_speed (ml/min),hco3_conc,nacl_conc,medium_pH,substrate2,substrate2_conc(mg/L),substrate2_enthalpyFormation,genetic_wt,promoterInducer,inducerConc,genetic_mutation,genetic_heterologousInsertion,genetic_precursor,genetic_enzymaticSteps,productExporter,cofactorEnhance,pathwayOptimized,product,product permeability,numberC,numberH,numberN,numberO,product_enthalpyFormation,OD,growth_rate,product_titer,production_rate,paper,cultivation_time,species,ko genes,ox genes,genetic_knockoutSteps,genetic_heterologousSteps,OE_nativeSteps
,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,6000,-1054.5,0,na,0,na,1-genomic,malonyl-CoA,1,na,na,0,3-hydroxypropionicAcid,e,3,6,0,3,-333.2,6.25,0.089583333,22.52,0.75,9,120,utex2973,NA,"xylEBA,mcr",na,2,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0,na,2-plasmid,l-aspartate,7,na,na,1,l-lysine,i,6,14,2,2,-708.7,1.013513514,0.140765766,9,0.75,11,12,utex2973,NA,lysC,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0,na,2-plasmid,l-aspartate,7,na,na,1,l-lysine,i,6,14,2,2,-708.7,2.702702703,0.140765766,7,0.75,11,24,utex2973,NA,lysC,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0,na,2-plasmid,l-aspartate,7,na,na,1,l-lysine,i,6,14,2,2,-708.7,5.743243243,0.140765766,8.5,0.75,11,48,utex2973,NA,lysC,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0,na,2-plasmid,l-aspartate,7,na,na,1,l-lysine,i,6,14,2,2,-708.7,6.081081081,0.140765766,9,0.75,11,72,utex2973,NA,lysC,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0,na,2-plasmid,l-aspartate,7,na,na,1,l-lysine,i,6,14,2,2,-708.7,5.743243243,0.140765766,10,0.75,11,96,utex2973,NA,lysC,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0,na,2-plasmid,l-aspartate,7,na,na,1,l-lysine,i,6,14,2,2,-708.7,5.405405405,0.140765766,10.5,0.75,11,120,utex2973,NA,lysC,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.1,na,2-plasmid,l-aspartate,7,na,na,1,l-lysine,i,6,14,2,2,-708.7,0.675675676,0.13231982,9,0.75,11,12,utex2973,NA,lysC,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.1,na,2-plasmid,l-aspartate,7,na,na,1,l-lysine,i,6,14,2,2,-708.7,1.689189189,0.13231982,8,0.75,11,24,utex2973,NA,lysC,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.1,na,2-plasmid,l-aspartate,7,na,na,1,l-lysine,i,6,14,2,2,-708.7,4.864864865,0.13231982,10,0.75,11,48,utex2973,NA,lysC,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.1,na,2-plasmid,l-aspartate,7,na,na,1,l-lysine,i,6,14,2,2,-708.7,7.094594595,0.13231982,15,0.75,11,72,utex2973,NA,lysC,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.1,na,2-plasmid,l-aspartate,7,na,na,1,l-lysine,i,6,14,2,2,-708.7,6.756756757,0.13231982,16,0.75,11,96,utex2973,NA,lysC,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.1,na,2-plasmid,l-aspartate,7,na,na,1,l-lysine,i,6,14,2,2,-708.7,6.486486486,0.13231982,18,0.75,11,120,utex2973,NA,lysC,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.001,na,2-plasmid,l-aspartate,7,na,na,1,l-lysine,i,6,14,2,2,-708.7,0.675675676,0.126689189,9.5,0.791666667,11,12,utex2973,NA,lysC,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.001,na,2-plasmid,l-aspartate,7,na,na,1,l-lysine,i,6,14,2,2,-708.7,2.027027027,0.126689189,9,0.791666667,11,24,utex2973,NA,lysC,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.001,na,2-plasmid,l-aspartate,7,na,na,1,l-lysine,i,6,14,2,2,-708.7,5.067567568,0.126689189,9.2,0.791666667,11,48,utex2973,NA,lysC,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.001,na,2-plasmid,l-aspartate,7,na,na,1,l-lysine,i,6,14,2,2,-708.7,6.081081081,0.126689189,10.5,0.791666667,11,72,utex2973,NA,lysC,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.001,na,2-plasmid,l-aspartate,7,na,na,1,l-lysine,i,6,14,2,2,-708.7,5.743243243,0.126689189,10.1,0.791666667,11,96,utex2973,NA,lysC,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.001,na,2-plasmid,l-aspartate,7,na,na,1,l-lysine,i,6,14,2,2,-708.7,5.405405405,0.126689189,10.2,0.791666667,11,120,utex2973,NA,lysC,na,1,0
jq02-MCR,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,6000,-1054.5,0,na,0,na,1-genomic,malonyl-CoA,1,na,na,1,3-hydroxypropionicAcid,e,3,6,0,3,-333.2,1.3,0.079166667,20,0.833333333,9,24,utex2973,NA,"xylEBA,mcr,pkt",na,3,0
,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,6000,-1054.5,0,na,0,na,1-genomic,malonyl-CoA,1,na,na,1,3-hydroxypropionicAcid,e,3,6,0,3,-333.2,3.2,0.079166667,38,0.833333333,9,48,utex2973,NA,"xylEBA,mcr,pkt",na,3,0
,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,6000,-1054.5,0,na,0,na,1-genomic,malonyl-CoA,1,na,na,1,3-hydroxypropionicAcid,e,3,6,0,3,-333.2,4.5,0.079166667,48,0.833333333,9,72,utex2973,NA,"xylEBA,mcr,pkt",na,3,0
,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,6000,-1054.5,0,na,0,na,1-genomic,malonyl-CoA,1,na,na,1,3-hydroxypropionicAcid,e,3,6,0,3,-333.2,4.7,0.079166667,56,0.833333333,9,96,utex2973,NA,"xylEBA,mcr,pkt",na,3,0
,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,6000,-1054.5,0,na,0,na,1-genomic,malonyl-CoA,1,na,na,1,3-hydroxypropionicAcid,e,3,6,0,3,-333.2,4.8,0.079166667,63,0.833333333,9,120,utex2973,NA,"xylEBA,mcr,pkt",na,3,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,1.013513514,0.084459459,11,0.916666667,11,12,utex2973,NA,ybjE,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,1.689189189,0.084459459,12,0.916666667,11,24,utex2973,NA,ybjE,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,3.412162162,0.084459459,22,0.916666667,11,48,utex2973,NA,ybjE,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,3.445945946,0.084459459,27,0.916666667,11,72,utex2973,NA,ybjE,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,3.47972973,0.084459459,29.5,0.916666667,11,96,utex2973,NA,ybjE,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,3.527027027,0.084459459,33,0.916666667,11,120,utex2973,NA,ybjE,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.001,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,1.013513514,0.084459459,11,0.916666667,11,12,utex2973,NA,ybjE,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.001,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,1.689189189,0.084459459,13,0.916666667,11,24,utex2973,NA,ybjE,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.001,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,3.445945946,0.084459459,30,0.916666667,11,48,utex2973,NA,ybjE,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.001,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,3.445945946,0.084459459,34.5,0.916666667,11,72,utex2973,NA,ybjE,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.001,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,3.47972973,0.084459459,37,0.916666667,11,96,utex2973,NA,ybjE,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.001,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,6.081081081,0.084459459,45.5,0.916666667,11,120,utex2973,NA,ybjE,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.1,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,1.216216216,0.182995495,11,0.916666667,11,12,utex2973,NA,ybjE,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.1,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,2.702702703,0.182995495,11.5,0.916666667,11,24,utex2973,NA,ybjE,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.1,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,7.094594595,0.182995495,31,0.916666667,11,48,utex2973,NA,ybjE,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.1,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,6.756756757,0.182995495,41,0.916666667,11,72,utex2973,NA,ybjE,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.1,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,6.418918919,0.182995495,41,0.916666667,11,96,utex2973,NA,ybjE,na,1,0
,38,200,0,1-shakingflask,1-batch,1-open,250,25,0.1,na,247.1,5.43,1,0,0,0,0,8.2,na,0,0,0,IPTG,0.1,na,2-plasmid,l-aspartate,7,1-ybjE,na,1,l-lysine,e,6,14,2,2,-708.7,7.094594595,0.182995495,41.5,0.916666667,11,120,utex2973,NA,ybjE,na,1,0
2973-Pcpc560-phaCAB.,38,200,0,1-shakingflask,1-batch,1-open,na,na,0.05,na,247.1,5.43,0.04,0,0,50,0,8,na,0,0,0,na,0,na,1-genomic,acetyl-coa,3,na,na,0,polyhydroxybutyrate,i,7,6,0,3,-300000,3.444444444,0.037037037,226,0.941666667,53,240,utex2973,NA,"phaC,phaA,phaB",na,3,0
2973-Pcpc560-phaCAB. p5g glucose,38,200,0,1-shakingflask,1-batch,1-open,na,na,0.05,na,247.1,5.43,0.04,0,0,50,0,8,glucose,500,-1273.3,0,na,0,na,1-genomic,acetyl-coa,3,na,na,0,polyhydroxybutyrate,i,7,6,0,3,-300000,3.444444444,0.037037037,230,0.958333333,53,240,utex2973,NA,"phaC,phaA,phaB",na,3,0
2973-Pcpc560-phaCAB.n deprivation,38,200,0,1-shakingflask,1-batch,1-open,na,na,0.05,7-N deprivation,247.1,5.43,0.04,0,0,50,0,8,na,0,0,0,na,0,na,1-genomic,acetyl-coa,3,na,na,0,polyhydroxybutyrate,i,7,6,0,3,-300000,3,0.036458333,233,0.970833333,53,240,utex2973,NA,"phaC,phaA,phaB",na,3,0
2973-Pcpc560-phaCAB.nacl 0.4,38,200,0,1-shakingflask,1-batch,1-open,na,na,0.05,na,247.1,5.43,0.04,0,0,50,400,8,na,0,0,0,na,0,na,1-genomic,acetyl-coa,3,na,na,0,polyhydroxybutyrate,i,7,6,0,3,-300000,2.5,0.036458333,233,0.970833333,53,240,utex2973,NA,"phaC,phaA,phaB",na,3,0
2973-Pcpc560-phaCAB. 2g glucose,38,200,0,1-shakingflask,1-batch,1-open,na,na,0.05,na,247.1,5.43,0.04,0,0,50,0,8,glucose,2000,-1273.3,0,na,0,na,1-genomic,acetyl-coa,3,na,na,0,polyhydroxybutyrate,i,7,6,0,3,-300000,3.333333333,0.037037037,235,0.979166667,53,240,utex2973,NA,"phaC,phaA,phaB",na,3,0
ISABsyuatPFYp1,37,200,0,1-shakingflask,1-batch,1-open,250,50,0.044194174,3-postponedInduction,247,5.43,0.04,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,g6p,2,na,1-DH_pntABsyu,1,myo-inositol,e,6,12,0,6,-1130,0.0947,0.007894763,na,0.991666667,1,24,utex2973,NA,"ino1,suhb,pntab,ipsa,pfk,fba,yead",0,2,5
ISABsyuatPFYp1,37,200,0,1-shakingflask,1-batch,1-open,250,50,0.044194174,3-postponedInduction,247,5.43,0.04,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,g6p,2,na,1-DH_pntABsyu,1,myo-inositol,e,6,12,0,6,-1130,0.25,0.007894763,na,0.991666667,1,48,utex2973,NA,"ino1,suhb,pntab,ipsa,pfk,fba,yead",0,2,5
ISABsyuatPFYp1,37,200,0,1-shakingflask,1-batch,1-open,250,50,0.044194174,3-postponedInduction,247,5.43,0.04,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,g6p,2,na,1-DH_pntABsyu,1,myo-inositol,e,6,12,0,6,-1130,0.3789,0.007894763,na,0.991666667,1,72,utex2973,NA,"ino1,suhb,pntab,ipsa,pfk,fba,yead",0,2,5
ISABsyuatPFYp1,37,200,0,1-shakingflask,1-batch,1-open,250,50,0.044194174,3-postponedInduction,247,5.43,0.04,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,g6p,2,na,1-DH_pntABsyu,1,myo-inositol,e,6,12,0,6,-1130,0.5176,0.007894763,na,0.991666667,1,96,utex2973,NA,"ino1,suhb,pntab,ipsa,pfk,fba,yead",0,2,5
ISABsyuatPFYp1,37,200,0,1-shakingflask,1-batch,1-open,250,50,0.044194174,3-postponedInduction,247,5.43,0.04,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,g6p,2,na,1-DH_pntABsyu,1,myo-inositol,e,6,12,0,6,-1130,0.7071,0.007894763,119,0.991666667,1,120,utex2973,NA,"ino1,suhb,pntab,ipsa,pfk,fba,yead",0,2,5
ISABsyuatPFYp1,37,200,0,1-shakingflask,1-batch,1-open,250,50,0.044194174,3-postponedInduction,247,5.43,0.04,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,g6p,2,na,1-DH_pntABsyu,1,myo-inositol,e,6,12,0,6,-1130,0.8409,0.007894763,138,0.991666667,1,144,utex2973,NA,"ino1,suhb,pntab,ipsa,pfk,fba,yead",0,2,5
ISABsyuatPFYp1,37,200,0,1-shakingflask,1-batch,1-open,250,50,0.044194174,3-postponedInduction,247,5.43,0.04,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,g6p,2,na,1-DH_pntABsyu,1,myo-inositol,e,6,12,0,6,-1130,0.933,0.007894763,104,0.991666667,1,168,utex2973,NA,"ino1,suhb,pntab,ipsa,pfk,fba,yead",0,2,5
ISABsyuPFYp1_20-4,37,200,0.2,1-shakingflask,1-batch,1-open,250,50,0.044194174,3-postponedInduction,247,5.43,0.04,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,g6p,2,na,1-DH_pntABsyu,1,myo-inositol,e,6,12,0,6,-1130,0.1088,0.006891153,na,0.991666667,1,48,utex2973,NA,"ino1,suhb,pntab,ipsa,pfk,fba,yead",0,3,4
ISABsyuPFYp1_20-4,37,200,0.2,1-shakingflask,1-batch,1-open,250,50,0.044194174,3-postponedInduction,247,5.43,0.04,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,g6p,2,na,1-DH_pntABsyu,1,myo-inositol,e,6,12,0,6,-1130,0.2588,0.006891153,na,0.991666667,1,48,utex2973,NA,"ino1,suhb,pntab,ipsa,pfk,fba,yead",0,3,4
ISABsyuPFYp1_20-4,37,200,0.2,1-shakingflask,1-batch,1-open,250,50,0.044194174,3-postponedInduction,247,5.43,0.04,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,g6p,2,na,1-DH_pntABsyu,1,myo-inositol,e,6,12,0,6,-1130,0.3789,0.006891153,na,0.991666667,1,48,utex2973,NA,"ino1,suhb,pntab,ipsa,pfk,fba,yead",0,3,4
ISABsyuPFYp1_20-4,37,200,0.2,1-shakingflask,1-batch,1-open,250,50,0.044194174,3-postponedInduction,247,5.43,0.04,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,g6p,2,na,1-DH_pntABsyu,1,myo-inositol,e,6,12,0,6,-1130,0.5176,0.006891153,na,0.991666667,1,48,utex2973,NA,"ino1,suhb,pntab,ipsa,pfk,fba,yead",0,3,4
ISABsyuPFYp1_20-4,37,200,0.2,1-shakingflask,1-batch,1-open,250,50,0.044194174,3-postponedInduction,247,5.43,0.04,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,g6p,2,na,1-DH_pntABsyu,1,myo-inositol,e,6,12,0,6,-1130,0.683,0.006891153,na,0.991666667,1,48,utex2973,NA,"ino1,suhb,pntab,ipsa,pfk,fba,yead",0,3,4
ISABsyuPFYp1_20-4,37,200,0.2,1-shakingflask,1-batch,1-open,250,50,0.044194174,3-postponedInduction,247,5.43,0.04,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,g6p,2,na,1-DH_pntABsyu,1,myo-inositol,e,6,12,0,6,-1130,0.7579,0.006891153,na,0.991666667,1,48,utex2973,NA,"ino1,suhb,pntab,ipsa,pfk,fba,yead",0,3,4
ISABsyuPFYp1_20-4,37,200,0.2,1-shakingflask,1-batch,1-open,250,50,0.044194174,3-postponedInduction,247,5.43,0.04,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,g6p,2,na,1-DH_pntABsyu,1,myo-inositol,e,6,12,0,6,-1130,0.8409,0.006891153,88,0.991666667,1,48,utex2973,NA,"ino1,suhb,pntab,ipsa,pfk,fba,yead",0,3,4
ISABsyuPFYp1_20-4,37,200,0.2,1-shakingflask,1-batch,1-open,250,50,0.044194174,3-postponedInduction,247,5.43,0.04,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,g6p,2,na,1-DH_pntABsyu,1,myo-inositol,e,6,12,0,6,-1130,0.8706,0.006891153,84,0.991666667,1,48,utex2973,NA,"ino1,suhb,pntab,ipsa,pfk,fba,yead",0,3,4
ISABsyuPFYp1_12-12,37,200,1,1-shakingflask,1-batch,1-open,250,50,0.044194174,3-postponedInduction,247,5.43,0.04,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,g6p,2,na,1-DH_pntABsyu,1,myo-inositol,e,6,12,0,6,-1130,0.1051,0.007625839,na,0.991666667,1,48,utex2973,NA,"ino1,suhb,pntab,ipsa,pfk,fba,yead",0,3,4
ISABsyuPFYp1_12-12,37,200,1,1-shakingflask,1-batch,1-open,250,50,0.044194174,3-postponedInduction,247,5.43,0.04,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,g6p,2,na,1-DH_pntABsyu,1,myo-inositol,e,6,12,0,6,-1130,0.2679,0.007625839,na,0.991666667,1,48,utex2973,NA,"ino1,suhb,pntab,ipsa,pfk,fba,yead",0,3,4
ISABsyuPFYp1_12-12,37,200,1,1-shakingflask,1-batch,1-open,250,50,0.044194174,3-postponedInduction,247,5.43,0.04,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,g6p,2,na,1-DH_pntABsyu,1,myo-inositol,e,6,12,0,6,-1130,0.3789,0.007625839,na,0.991666667,1,48,utex2973,NA,"ino1,suhb,pntab,ipsa,pfk,fba,yead",0,3,4
ISABsyuPFYp1_12-12,37,200,1,1-shakingflask,1-batch,1-open,250,50,0.044194174,3-postponedInduction,247,5.43,0.04,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,g6p,2,na,1-DH_pntABsyu,1,myo-inositol,e,6,12,0,6,-1130,0.5,0.007625839,na,0.991666667,1,48,utex2973,NA,"ino1,suhb,pntab,ipsa,pfk,fba,yead",0,3,4
ISABsyuPFYp1_12-12,37,200,1,1-shakingflask,1-batch,1-open,250,50,0.044194174,3-postponedInduction,247,5.43,0.04,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,g6p,2,na,1-DH_pntABsyu,1,myo-inositol,e,6,12,0,6,-1130,0.683,0.007625839,na,0.991666667,1,48,utex2973,NA,"ino1,suhb,pntab,ipsa,pfk,fba,yead",0,3,4
ISABsyuPFYp1_12-12,37,200,1,1-shakingflask,1-batch,1-open,250,50,0.044194174,3-postponedInduction,247,5.43,0.04,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,g6p,2,na,1-DH_pntABsyu,1,myo-inositol,e,6,12,0,6,-1130,0.7071,0.007625839,na,0.991666667,1,48,utex2973,NA,"ino1,suhb,pntab,ipsa,pfk,fba,yead",0,3,4
ISABsyuPFYp1_12-12,37,200,1,1-shakingflask,1-batch,1-open,250,50,0.044194174,3-postponedInduction,247,5.43,0.04,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,g6p,2,na,1-DH_pntABsyu,1,myo-inositol,e,6,12,0,6,-1130,0.7071,0.007625839,126,0.991666667,1,48,utex2973,NA,"ino1,suhb,pntab,ipsa,pfk,fba,yead",0,3,4
ISABsyuPFYp1_12-12,37,200,1,1-shakingflask,1-batch,1-open,250,50,0.044194174,3-postponedInduction,247,5.43,0.04,0,0,0,0,7.5,na,0,0,0,na,0,na,2-plasmid,g6p,2,na,1-DH_pntABsyu,1,myo-inositol,e,6,12,0,6,-1130,0.732,0.007625839,122,0.991666667,1,48,utex2973,NA,"ino1,suhb,pntab,ipsa,pfk,fba,yead",0,3,4
2973-Pcpc560-phaCAB.n deprivation nacl 0.4,38,200,0,1-shakingflask,1-batch,1-open,na,na,0.05,7-N deprivation,247.1,5.43,0.04,0,0,50,400,8,na,0,0,0,na,0,na,1-genomic,acetyl-coa,3,na,na,0,polyhydroxybutyrate,i,7,6,0,3,-300000,2.333333333,0.036458333,240,1,53,240,utex2973,NA,"phaC,phaA,phaB",na,3,0
2973-Pcpc560-phaCAB. 1g glucose,38,200,0,1-shakingflask,1-batch,1-open,na,na,0.05,na,247.1,5.43,0.04,0,0,50,0,8,glucose,1000,-1273.3,0,na,0,na,1-genomic,acetyl-coa,3,na,na,0,polyhydroxybutyrate,i,7,6,0,3,-300000,3.666666667,0.037037037,250,1.041666667,53,240,utex2973,NA,"phaC,phaA,phaB",na,3,0
jq03-MCR,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,6000,-1054.5,0,na,0,na,1-genomic,malonyl-CoA,1,na,na,1,3-hydroxypropionicAcid,e,3,6,0,3,-333.2,1,0.083333333,27,1.125,9,24,utex2973,pfk,"xylEBA,mcr,fbp",1,3,0
,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,6000,-1054.5,0,na,0,na,1-genomic,malonyl-CoA,1,na,na,1,3-hydroxypropionicAcid,e,3,6,0,3,-333.2,2.75,0.083333333,48,1.125,9,48,utex2973,pfk,"xylEBA,mcr,fbp",1,3,0
